chat_file_name,utterance_id,speaker,DA_Label
703-0,7,*INV,['Acknowledgment']
703-0,8,*INV,['Question: General']
703-0,9,*PAR,"['Answer: t5', 'Answer: t8']"
703-0,10,*PAR,['Answer: t2']
703-0,11,*INV,['Acknowledgment']
703-0,12,*PAR,['Answer: t4']
703-0,13,*INV,['Acknowledgment']
704-0,0,*INV,['Instruction']
704-0,1,*PAR,"['Answer: t5', 'Answer: t8']"
704-0,2,*INV,['Acknowledgment']
704-0,3,*PAR,"['Answer: t2', 'Answer: t4']"
704-0,4,*INV,['Question: General']
704-0,5,*PAR,['Answer: t4']
704-0,6,*INV,['Acknowledgment']
704-0,7,*PAR,['Answer: t4']
704-0,8,*INV,['Acknowledgment']
704-0,9,*PAR,['Answer: t1']
704-0,10,*PAR,['Answer: t1']
704-0,11,*PAR,"['Answer: t6', 'Answer: t5', 'Answer: t8']"
704-0,12,*PAR,['Answer: General']
704-0,13,*INV,['Farewell']
705-0,0,*INV,['Question: General']
705-0,1,*PAR,['Answer: Yes']
705-0,2,*INV,['Question: General']
705-0,3,*PAR,['Answer: t6']
705-0,4,*INV,['Acknowledgment']
705-0,5,*PAR,"['Answer: t6', 'Answer: t5']"
705-0,6,*PAR,['Correction']
705-0,7,*PAR,"['Answer: t6', 'Answer: t5']"
705-0,8,*PAR,['Answer: t6']
705-0,9,*PAR,['Answer: t2']
705-0,10,*PAR,['Answer: General']
705-0,11,*INV,['Question: General']
705-0,12,*PAR,['Request: Clarification']
705-0,13,*INV,['Answer: Yes']
705-0,14,*PAR,"['Answer: t5', 'Answer: t8']"
705-0,15,*INV,['Acknowledgment']
705-0,16,*INV,['Question: General']
705-0,17,*INV,['Question: General']
705-0,18,*PAR,['Answer: t2']
705-0,19,*INV,['Acknowledgment']
705-0,20,*PAR,['Answer: t4']
705-0,21,*INV,['Acknowledgment']
707-0,0,*INV,['Instruction']
707-0,1,*INV,['Instruction']
707-0,2,*PAR,['Acknowledgment']
707-0,3,*INV,['Instruction']
707-0,4,*PAR,"['Answer: t6', 'Answer: t5']"
707-0,5,*PAR,['Answer: t6']
707-0,6,*PAR,['Answer: t2']
707-0,7,*PAR,['Answer: t4']
707-0,8,*PAR,['Answer: t1']
707-0,9,*PAR,['Answer: t1']
707-0,10,*PAR,['Answer: t1']
707-0,11,*PAR,['Answer: t1']
707-0,12,*INV,['Acknowledgment']
707-0,13,*PAR,['Answer: t6']
707-0,14,*INV,['Farewell']
709-2,0,*PAR,['Answer: t2']
709-2,1,*PAR,"['Answer: t2', 'Answer: t4']"
709-2,2,*PAR,"['Answer: t6', 'Answer: t5', 'Answer: t8']"
709-2,3,*PAR,['Answer: t6']
709-2,4,*PAR,['Answer: t6']
709-2,5,*PAR,['Answer: t6']
709-2,6,*PAR,['Answer: t1']
709-2,7,*PAR,"['Answer: t2', 'Answer: t4']"
709-2,8,*PAR,['Answer: t2']
709-2,9,*PAR,['Question: Reflexive']
709-2,10,*PAR,['Request: Clarification']
709-2,11,*PAR,['Answer: t3']
709-2,12,*PAR,['Answer: General']
709-2,13,*PAR,"['Answer: t6', 'Answer: t5']"
709-2,14,*PAR,['Answer: General']
709-2,15,*INV,['Acknowledgment']
711-0,0,*INV,['Instruction']
711-0,1,*PAR,['Answer: General']
711-0,2,*INV,['Answer: General']
711-0,3,*PAR,"['Answer: t2', 'Answer: t6', 'Answer: t5']"
711-0,4,*PAR,['Answer: t6']
711-0,5,*PAR,"['Answer: t2', 'Answer: t4']"
711-0,6,*PAR,"['Answer: t2', 'Answer: t4']"
711-0,7,*PAR,['Apology']
711-0,8,*PAR,['Answer: t1']
711-0,9,*PAR,['Answer: t1']
711-0,10,*PAR,['Answer: t6']
711-0,11,*PAR,"['Answer: t5', 'Answer: t8']"
711-0,12,*PAR,['Answer: t4']
711-0,13,*PAR,['Answer: t1']
711-0,14,*PAR,['Answer: t1']
711-0,15,*PAR,['Answer: t2']
711-0,16,*PAR,['Answer: t1']
711-0,17,*INV,['Acknowledgment']
714-0,0,*INV,['Instruction']
714-0,1,*INV,['Instruction']
714-0,2,*PAR,"['Answer: t2', 'Answer: t5', 'Answer: t8']"
714-0,3,*PAR,"['Answer: t6', 'Answer: t5']"
714-0,4,*INV,['Question: General']
714-0,5,*INV,['Question: General']
714-0,6,*PAR,['Answer: t6']
714-0,7,*PAR,"['Answer: t5', 'Answer: t8']"
714-0,8,*INV,['Acknowledgment']
015-4,0,*INV,['Instruction']
015-4,1,*INV,['Instruction']
015-4,2,*PAR,['Question: General']
015-4,3,*INV,['Answer: Yes']
015-4,4,*PAR,"['Answer: t6', 'Answer: t5']"
015-4,5,*PAR,['Answer: t8']
015-4,6,*PAR,"['Answer: t6', 'Answer: t8']"
015-4,7,*PAR,['Answer: t6']
015-4,8,*PAR,['Answer: t2']
015-4,9,*PAR,"['Answer: t2', 'Answer: t4']"
015-4,10,*PAR,['Answer: t4']
015-4,11,*PAR,"['Answer: t2', 'Answer: t4']"
015-4,12,*PAR,['Stalling']
015-4,13,*PAR,['Answer: t3']
015-4,14,*PAR,"['Answer: t2', 'Answer: t4']"
015-4,15,*PAR,['Stalling']
015-4,16,*PAR,['Answer: t2']
015-4,17,*PAR,['Answer: t1']
015-4,18,*PAR,['Answer: t6']
015-4,19,*PAR,"['Answer: t3', 'Answer: t4', 'Answer: t5', 'Answer: t6', 'Answer: t7', 'Answer: t8']"
015-4,20,*PAR,['Other']
015-4,21,*PAR,['Stalling']
016-0,0,*PAR,"['Answer: t6', 'Answer: t5', 'Answer: t8']"
016-0,1,*PAR,['Answer: t6']
016-0,2,*INV,['Acknowledgment']
016-0,3,*PAR,['Answer: t2']
016-0,4,*PAR,['Answer: t1']
016-0,5,*PAR,['Answer: t1']
016-0,6,*INV,['Acknowledgment']
016-0,7,*PAR,['Answer: Yes']
016-0,8,*INV,['Farewell']
014-2,0,*INV,['Question: General']
014-2,1,*PAR,['Answer: t6']
014-2,2,*INV,['Acknowledgment']
014-2,3,*PAR,"['Answer: t6', 'Answer: t5']"
014-2,4,*PAR,"['Answer: t5', 'Answer: t8']"
014-2,5,*INV,['Acknowledgment']
014-2,6,*PAR,['Other']
014-2,7,*PAR,['Answer: t2']
014-2,8,*PAR,['Question: General']
014-2,9,*INV,['Question: General']
014-2,10,*PAR,['Answer: General']
014-2,11,*PAR,['Stalling']
014-2,12,*PAR,['Answer: t4']
014-2,13,*INV,['Acknowledgment']
014-2,14,*PAR,['Answer: General']
014-2,15,*PAR,['Answer: General']
014-2,16,*INV,['Question: General']
014-2,17,*INV,['Acknowledgment']
014-2,18,*INV,['Question: General']
014-2,19,*PAR,['Answer: t6']
014-2,20,*PAR,"['Answer: t5', 'Answer: t8']"
014-2,21,*INV,['Question: General']
014-2,22,*PAR,['Answer: General']
014-2,23,*INV,['Acknowledgment']
002-2,0,*INV,['Instruction']
002-2,1,*PAR,"['Answer: t2', 'Answer: t6', 'Answer: t5']"
002-2,2,*PAR,"['Answer: t6', 'Answer: t5', 'Answer: t8']"
002-2,3,*PAR,['Answer: t2']
002-2,4,*PAR,"['Answer: t2', 'Answer: t4']"
002-2,5,*PAR,['Answer: t3']
002-2,6,*PAR,['Answer: t1']
002-2,7,*PAR,['Answer: t1']
002-2,8,*PAR,['Answer: t1']
002-2,9,*PAR,['Answer: t1']
002-2,10,*PAR,"['Answer: t2', 'Answer: t4']"
002-2,11,*PAR,"['Answer: t6', 'Answer: t7', 'Answer: t5', 'Answer: t8']"
002-2,12,*PAR,"['Answer: t5', 'Answer: t8']"
002-2,13,*PAR,"['Answer: t2', 'Answer: t6', 'Answer: t5']"
002-2,14,*PAR,['Answer: General']
002-2,15,*PAR,['Request: Clarification']
002-2,16,*INV,['Answer: General']
002-2,17,*PAR,['Acknowledgment']
002-3,0,*INV,['Instruction']
002-3,1,*PAR,['Acknowledgment']
002-3,2,*PAR,"['Answer: t2', 'Answer: t6', 'Answer: t5']"
002-3,3,*PAR,['Answer: t1']
002-3,4,*PAR,"['Answer: t2', 'Answer: t4']"
002-3,5,*PAR,"['Answer: t2', 'Answer: t6', 'Answer: t5']"
002-3,6,*PAR,"['Answer: t6', 'Answer: t8']"
002-3,7,*PAR,"['Answer: t6', 'Answer: t5']"
002-3,8,*PAR,"['Answer: t6', 'Answer: t5', 'Answer: t8']"
002-3,9,*PAR,['Answer: t1']
002-3,10,*PAR,['Answer: t1']
002-3,11,*PAR,['Answer: t1']
002-3,12,*INV,['Acknowledgment']
002-3,13,*PAR,['Answer: t2']
013-3,0,*PAR,['Other']
013-3,1,*INV,['Instruction']
013-3,2,*PAR,"['Answer: t6', 'Answer: t5']"
013-3,3,*PAR,['Answer: t6']
013-3,4,*PAR,"['Answer: t5', 'Answer: t8']"
013-3,5,*PAR,['Answer: t2']
013-3,6,*PAR,"['Answer: t3', 'Answer: t4']"
013-3,7,*PAR,"['Answer: t3', 'Answer: t4']"
013-3,8,*PAR,['Stalling']
013-3,9,*PAR,['Answer: t4']
013-3,10,*PAR,['Answer: t6']
013-3,11,*PAR,['Answer: t6']
013-3,12,*PAR,"['Answer: t6', 'Answer: t5']"
013-3,13,*PAR,['Answer: t6']
013-3,14,*INV,['Farewell']
018-0,0,*INV,['Instruction']
018-0,1,*PAR,"['Answer: t6', 'Answer: t5']"
018-0,2,*PAR,['Answer: t6']
018-0,3,*PAR,['Answer: t2']
018-0,4,*PAR,"['Answer: t6', 'Answer: t5']"
018-0,5,*PAR,"['Answer: t2', 'Answer: t6', 'Answer: t5']"
018-0,6,*PAR,"['Answer: t2', 'Answer: t3', 'Answer: t4']"
018-0,7,*PAR,['Answer: t4']
018-0,8,*PAR,['Answer: t4']
018-0,9,*PAR,"['Answer: t3', 'Answer: t4']"
018-0,10,*PAR,['Correction']
018-0,11,*PAR,['Answer: General']
018-0,12,*INV,['Acknowledgment']
018-0,13,*INV,['Question: General']
018-0,14,*PAR,"['Answer: t5', 'Answer: t8']"
018-0,15,*INV,['Acknowledgment']
018-0,16,*PAR,['Stalling']
018-0,17,*PAR,['Stalling']
018-0,18,*PAR,['Stalling']
018-0,19,*PAR,['Answer: General']
018-0,20,*INV,['Acknowledgment']
018-0,21,*PAR,['Answer: General']
018-0,22,*INV,['Acknowledgment']
018-0,23,*INV,['Acknowledgment']
018-0,24,*PAR,['Answer: General']
018-0,25,*INV,['Acknowledgment']
018-0,26,*PAR,['Question: General']
018-0,27,*INV,['Question: General']
018-0,28,*PAR,['Answer: General']
018-0,29,*INV,['Acknowledgment']
018-0,30,*PAR,['Answer: General']
018-0,31,*INV,['Acknowledgment']
018-0,32,*INV,['Question: General']
018-0,33,*INV,['Acknowledgment']
018-0,34,*PAR,['Acknowledgment']
018-0,35,*INV,['Farewell']
018-0,36,*INV,['Acknowledgment']
021-1,0,*INV,['Acknowledgment']
021-1,1,*INV,['Instruction']
021-1,2,*PAR,['Acknowledgment']
021-1,3,*INV,['Instruction']
021-1,4,*PAR,"['Answer: t2', 'Answer: t4']"
021-1,5,*PAR,"['Answer: t6', 'Answer: t5', 'Answer: t8', 'Answer: t2', 'Answer: t1']"
021-1,6,*PAR,['Answer: t4']
021-1,7,*PAR,"['Answer: t2', 'Answer: t1']"
021-1,8,*PAR,"['Answer: t7', 'Answer: t8']"
021-1,9,*PAR,['Answer: t6']
021-1,10,*PAR,['Answer: t1']
021-1,11,*PAR,['Stalling']
021-1,12,*PAR,['Answer: t6']
021-1,13,*PAR,['Stalling']
021-1,14,*PAR,"['Answer: t6', 'Answer: t5', 'Answer: t4']"
021-1,15,*INV,['Acknowledgment']
023-0,0,*INV,['Instruction']
023-0,1,*PAR,['Question: General']
023-0,2,*PAR,['Feedback: Reflexive']
023-0,3,*PAR,"['Answer: t2', 'Answer: t4']"
023-0,4,*PAR,['Answer: t2']
023-0,5,*PAR,"['Answer: t5', 'Answer: t8']"
023-0,6,*PAR,['Answer: t6']
023-0,7,*INV,['Acknowledgment']
023-0,8,*PAR,"['Answer: t5', 'Answer: t8']"
023-0,9,*PAR,['Answer: General']
023-0,10,*INV,['Acknowledgment']
021-2,0,*INV,['Question: General']
021-2,1,*PAR,['Answer: t2']
021-2,2,*PAR,['Answer: t4']
021-2,3,*PAR,"['Answer: t6', 'Answer: t5', 'Answer: t8']"
021-2,4,*PAR,['Answer: t6']
021-2,5,*PAR,['Answer: t4']
021-2,6,*PAR,['Answer: t2']
021-2,7,*PAR,['Other']
021-2,8,*PAR,['Answer: General']
021-2,9,*INV,['Acknowledgment']
021-2,10,*INV,['Acknowledgment']
023-2,0,*INV,['Question: General']
023-2,1,*INV,['Instruction']
023-2,2,*PAR,"['Answer: t6', 'Answer: t5']"
023-2,3,*INV,['Acknowledgment']
023-2,4,*PAR,['Answer: t6']
023-2,5,*PAR,['Answer: t6']
023-2,6,*PAR,"['Answer: t5', 'Answer: t8']"
023-2,7,*PAR,['Answer: t6']
023-2,8,*PAR,['Answer: General']
023-2,9,*INV,['Question: General']
023-2,10,*PAR,['Answer: t6']
023-2,11,*PAR,['Answer: t6']
023-2,12,*PAR,['Answer: t2']
023-2,13,*INV,['Question: General']
023-2,14,*INV,['Question: General']
023-2,15,*PAR,['Request: Clarification']
023-2,16,*INV,['Question: General']
023-2,17,*INV,['Question: General']
023-2,18,*PAR,['Answer: t2']
023-2,19,*PAR,['Answer: General']
023-2,20,*PAR,['Answer: t6']
023-2,21,*INV,['Question: General']
023-2,22,*PAR,['Answer: General']
023-2,23,*INV,['Acknowledgment']
021-3,0,*PAR,['Question: General']
021-3,1,*INV,['Answer: Yes']
021-3,2,*PAR,['Answer: t2']
021-3,3,*PAR,['Answer: t4']
021-3,4,*PAR,"['Answer: t7', 'Answer: t8']"
021-3,5,*PAR,"['Answer: t6', 'Answer: t5']"
021-3,6,*PAR,['Answer: t6']
021-3,7,*PAR,"['Answer: t2', 'Answer: t1']"
021-3,8,*PAR,['Answer: t4']
021-3,9,*PAR,['Stalling']
021-3,10,*PAR,"['Answer: t3', 'Answer: t4']"
021-3,11,*PAR,"['Answer: t6', 'Answer: t5']"
021-3,12,*PAR,['Answer: General']
021-3,13,*INV,['Acknowledgment']
024-1,0,*PAR,"['Answer: t6', 'Answer: t5']"
024-1,1,*PAR,"['Answer: t7', 'Answer: t8']"
024-1,2,*PAR,['Answer: t6']
024-1,3,*PAR,['Stalling']
024-1,4,*PAR,"['Answer: t2', 'Answer: t4']"
024-1,5,*INV,['Acknowledgment']
021-4,0,*INV,['Acknowledgment']
021-4,1,*INV,['Instruction']
021-4,2,*PAR,['Acknowledgment']
021-4,3,*PAR,"['Answer: t6', 'Answer: t5', 'Answer: t8']"
021-4,4,*PAR,"['Answer: t2', 'Answer: t4']"
021-4,5,*PAR,['Stalling']
021-4,6,*PAR,['Answer: General']
021-4,7,*PAR,['Answer: t1']
021-4,8,*INV,['Acknowledgment']
021-4,9,*PAR,['Acknowledgment']
022-0,0,*INV,['Instruction']
022-0,1,*PAR,"['Answer: t6', 'Answer: t5', 'Answer: t8']"
022-0,2,*PAR,['Answer: t6']
022-0,3,*PAR,"['Answer: t2', 'Answer: t4']"
022-0,4,*PAR,['Answer: t4']
022-0,5,*PAR,['Answer: t1']
022-0,6,*PAR,['Question: General']
022-0,7,*PAR,['Request: Clarification']
022-0,8,*INV,['Question: General']
022-0,9,*INV,['Question: General']
022-0,10,*PAR,['Answer: t3']
022-0,11,*INV,['Acknowledgment']
022-0,12,*PAR,['Request: Clarification']
022-0,13,*INV,['Acknowledgment']
022-0,14,*PAR,['Answer: General']
024-2,0,*INV,['Instruction']
024-2,1,*PAR,['Acknowledgment']
024-2,2,*PAR,"['Answer: t6', 'Answer: t5']"
024-2,3,*PAR,"['Answer: t5', 'Answer: t8']"
024-2,4,*PAR,"['Answer: t6', 'Answer: t5']"
024-2,5,*PAR,['Answer: t6']
024-2,6,*PAR,['Answer: t6']
024-2,7,*PAR,['Answer: General']
024-2,8,*PAR,['Answer: t6']
024-2,9,*PAR,['Stalling']
024-2,10,*PAR,"['Answer: t2', 'Answer: t4']"
024-2,11,*INV,['Acknowledgment']
024-2,12,*PAR,['Acknowledgment']
029-0,0,*INV,['Instruction']
029-0,1,*PAR,['Answer: t6']
029-0,2,*PAR,"['Answer: t6', 'Answer: t5']"
029-0,3,*PAR,"['Answer: t6', 'Answer: t5', 'Answer: t8']"
029-0,4,*PAR,['Stalling']
029-0,5,*PAR,['Answer: t4']
029-0,6,*PAR,['Answer: t3']
029-0,7,*PAR,['Answer: t2']
029-0,8,*PAR,['Feedback: Reflexive']
029-0,9,*PAR,"['Answer: t5', 'Answer: t8']"
029-0,10,*PAR,['Feedback: Reflexive']
029-0,11,*PAR,['Answer: t6']
029-0,12,*PAR,['Answer: t4']
029-0,13,*PAR,['Feedback: Reflexive']
029-0,14,*PAR,['Answer: General']
029-0,15,*INV,['Question: General']
029-0,16,*PAR,['Answer: General']
029-0,17,*INV,['Acknowledgment']
029-0,18,*INV,['Farewell']
022-1,0,*INV,['Other']
022-1,1,*PAR,"['Answer: t6', 'Answer: t5']"
022-1,2,*PAR,['Answer: t6']
022-1,3,*PAR,['Answer: t8']
022-1,4,*PAR,['Answer: t2']
022-1,5,*PAR,['Answer: t4']
022-1,6,*PAR,['Answer: t1']
022-1,7,*PAR,['Answer: t3']
022-1,8,*PAR,['Answer: General']
029-1,0,*PAR,['Acknowledgment']
029-1,1,*INV,['Instruction']
029-1,2,*PAR,"['Answer: t6', 'Answer: t5']"
029-1,3,*INV,['Acknowledgment']
029-1,4,*PAR,['Answer: t6']
029-1,5,*INV,['Acknowledgment']
029-1,6,*PAR,['Answer: t2']
029-1,7,*PAR,"['Answer: t2', 'Answer: t4']"
029-1,8,*PAR,['Correction']
029-1,9,*PAR,"['Answer: t2', 'Answer: t4']"
029-1,10,*PAR,['Answer: t4']
029-1,11,*PAR,['Answer: General']
029-1,12,*PAR,['Question: General']
029-1,13,*INV,['Answer: No']
029-1,14,*PAR,"['Answer: t3', 'Answer: t4']"
029-1,15,*PAR,['Answer: t4']
029-1,16,*PAR,['Answer: t2']
029-1,17,*PAR,"['Answer: t6', 'Answer: t5']"
029-1,18,*PAR,"['Answer: t5', 'Answer: t7', 'Answer: t8']"
029-1,19,*PAR,['Answer: t2']
029-1,20,*PAR,['Stalling']
029-1,21,*PAR,['Answer: General']
029-1,22,*INV,['Instruction']
029-1,23,*PAR,['Stalling']
029-1,24,*PAR,['Stalling']
029-1,25,*PAR,"['Answer: t2', 'Answer: t4']"
029-1,26,*PAR,['Answer: t6']
029-1,27,*PAR,"['Answer: t6', 'Answer: t7', 'Answer: t8']"
029-1,28,*INV,['Acknowledgment']
029-1,29,*PAR,['Apology']
022-2,0,*INV,['Instruction']
022-2,1,*INV,['Question: General']
022-2,2,*PAR,['Acknowledgment']
022-2,3,*PAR,"['Answer: t6', 'Answer: t5', 'Answer: t8']"
022-2,4,*PAR,"['Answer: t6', 'Answer: t7']"
022-2,5,*PAR,"['Answer: t2', 'Answer: t4']"
022-2,6,*PAR,['Answer: t2']
022-2,7,*PAR,['Answer: t3']
022-2,8,*PAR,['Answer: t2']
022-2,9,*PAR,['Answer: General']
022-2,10,*INV,['Acknowledgment']
002-0,0,*PAR,"['Answer: t1', 'Answer: t2', 'Answer: t3', 'Answer: t5', Answer: t6]"
002-0,1,*PAR,"['Answer: t2', 'Answer: t4']"
002-0,2,*PAR,"['Answer: t5', 'Answer: t6', 'Answer: t8']"
002-0,3,*PAR,['Answer: t6']
002-0,4,*PAR,['Answer: t1']
002-0,5,*PAR,['Answer: t1']
002-0,6,*PAR,['Answer: t1']
002-0,7,*PAR,['Answer: t1']
002-0,8,*PAR,['Answer: t1']
002-0,9,*PAR,"['Answer: t3', 'Answer: t2']"
002-0,10,*PAR,"['Answer: t3', 'Answer: t5', 'Answer: t8']"
002-0,11,*PAR,['Answer: t6']
002-0,12,*PAR,"['Answer: t5', 'Answer: t6', 'Answer: t7']"
002-0,13,*PAR,"['Answer: t5', 'Answer: t6', 'Answer: t7']"
002-0,14,*PAR,"['Answer: t5', 'Answer: t6', 'Answer: t2', 'Answer: t7']"
002-0,15,*PAR,['Request:Clarification']
002-0,16,*INV,['Answer: No']
002-0,17,*PAR,['Answer: t2']
002-0,18,*INV,['Acknowledgement']
002-0,19,*PAR,"['Answer: t2', 'Answer: t1']"
002-0,20,*INV,['Acknowledgement']
010-0,0,*INV,['Instruction']
010-0,1,*PAR,['Stalling']
010-0,2,*PAR,"['Answer: t5', 'Answer: t6', 'Answer: t8']"
010-0,3,*PAR,['Question:Reflexive']
010-0,4,*PAR,['Answer: t4']
010-0,5,*PAR,['Answer: t2']
010-0,6,*PAR,"['Answer: t2', 'Answer: t1']"
010-0,7,*PAR,['Answer: t6']
010-0,8,*PAR,['Answer: t6']
010-0,9,*PAR,['Stalling']
010-0,10,*PAR,['Request:Clarification']
010-0,11,*INV,['Answer:Yes']
010-0,12,*PAR,['Answer: t1']
010-0,13,*PAR,['Answer: t1']
010-0,14,*PAR,"['Answer: t2', 'Answer: t4']"
010-0,15,*PAR,['Answer: t3']
010-0,16,*PAR,"['Answer: t5', 'Answer: t8']"
010-0,17,*PAR,['Answer: t6']
010-0,18,*PAR,['Question:Reflexive']
010-0,19,*PAR,['Answer: t6']
010-0,20,*PAR,['Other']
010-0,21,*PAR,['Other']
010-0,22,*PAR,"['Answer: t7', 'Answer: t8']"
010-0,23,*INV,['Answer:General']
010-0,24,*PAR,['Answer:General']
010-0,25,*INV,['Acknowledgement']
010-1,0,*INV,['Stalling']
010-1,1,*INV,['Instruction']
010-1,2,*PAR,['Stalling']
010-1,3,*PAR,['Acknowledgement']
010-1,4,*PAR,"['Answer: t2', 'Answer: t3', 'Answer: t5', 'Answer: t6']"
010-1,5,*PAR,['Answer: t2']
010-1,6,*PAR,"['Answer: t3', 'Answer: t4']"
010-1,7,*PAR,"['Answer: t1', 'Answer: t2']"
010-1,8,*PAR,"['Answer: t5', 'Answer: t6']"
010-1,9,*PAR,['Answer: t8']
010-1,10,*PAR,['Answer: t6']
010-1,11,*PAR,['Answer: t6']
010-1,12,*PAR,['Answer: t6']
010-1,13,*PAR,['Answer: t1']
010-1,14,*PAR,['Answer: t1']
010-1,15,*PAR,['Request:Clarification']
010-1,16,*INV,['Answer:Yes']
010-1,17,*PAR,['Answer: t2']
010-1,18,*PAR,['Answer: t2']
010-1,20,*PAR,"['Answer: t6', 'Answer: t5', 'Answer: t8']"
010-1,21,*INV,['Acknowledgement']
010-1,22,*PAR,['Answer: t1']
010-1,23,*PAR,['Answer: t8']
010-1,24,*PAR,['Answer: t8']
010-1,25,*INV,['Acknowledgement']
010-1,26,*PAR,['Answer: t8']
010-1,27,*INV,['Acknowledgement']
010-1,28,*PAR,['Request:Clarification']
010-1,29,*INV,['Answer:Yes']
010-1,30,*PAR,"['Answer: t8', 'Answer: t5']"
010-1,31,*INV,['Acknowledgement']
010-1,32,*INV,['Request:Clarification']
010-1,33,*INV,['Answer:Yes']
010-2,0,*INV,['Instruction']
010-2,1,*PAR,['Question:General']
010-2,2,*PAR,['Stalling']
010-2,3,*PAR,"['Answer: t7', 'Answer: t5']"
010-2,4,*PAR,"['Answer: t6', 'Answer: t5', 'Answer: t8']"
010-2,5,*PAR,"['Answer: t6', 'Answer: t7']"
010-2,6,*PAR,['Answer: t6']
010-2,7,*PAR,"['Answer: t5', 'Answer: t6']"
010-2,8,*PAR,['Answer: t5']
010-2,9,*PAR,['Answer: t6']
010-2,10,*PAR,['Answer: t6']
010-2,11,*PAR,"['Answer: t5', 'Answer: t8']"
010-2,12,*PAR,['Answer: t2']
010-2,13,*PAR,"['Answer: t1', 'Answer: t2']"
010-2,14,*PAR,"['Answer: t4', 'Answer: t1']"
010-2,15,*PAR,['Question:Reflexive']
010-2,16,*PAR,['Answer: t1']
010-2,17,*PAR,['Answer: t1']
010-2,18,*PAR,['Answer: t1']
010-2,19,*PAR,['Answer: t2']
010-2,20,*PAR,['Answer: t3']
010-2,21,*PAR,['Answer: t3']
010-2,22,*PAR,['Answer: t4']
010-2,23,*PAR,['Stalling']
010-2,24,*PAR,"['Answer:t2', 'Answer:t5', 'Answer:t8']"
010-2,25,*PAR,['Stalling']
010-2,26,*PAR,['Stalling']
010-2,27,*PAR,['Answer: t3']
010-2,28,*PAR,['Request:Clarification']
010-2,31,*PAR,"['Answer: t1', 'Answer: t2']"
010-2,32,*PAR,['Request:Clarification']
010-2,33,*PAR,['Request:Clarification']
010-2,34,*INV,['Answer:Yes']
010-3,0,*PAR,"['Answer:t5', 'Answer:t6', 'Answer:t7', 'Answer:t8']"
010-4,1,*PAR,"['Answer: t2', 'Answer: t4']"
010-5,2,*PAR,['Answer: t4']
010-6,3,*PAR,['Answer: t2']
010-7,4,*PAR,['Answer: t4']
010-8,5,*PAR,['Answer: t3']
010-9,6,*PAR,"['Answer: t1', 'Answer: t2']"
010-10,7,*PAR,['Answer: t2']
010-11,8,*PAR,"['Answer: t6', 'Answer: t5', 'Answer: t8']"
010-11,9,*PAR,['Answer: t8']
010-11,10,*PAR,['Question:Reflexive']
010-11,11,*PAR,['Answer: t3']
010-11,12,*PAR,"['Answer: t1', 'Answer: t2']"
010-11,13,*PAR,['Answer: t1']
010-11,14,*PAR,"['Answer: t2', 'Answer: t5', 'Answer: t6']"
010-11,15,*PAR,['Answer: t4']
010-11,16,*PAR,['Request:Clarification']
010-11,17,*INV,['Acknowledgement']
015-1,0,*PAR,['Acknowledgement']
015-1,1,*PAR,"['Answer: t5', 'Answer: t8']"
015-1,2,*PAR,['Answer: t8']
015-1,3,*PAR,['Answer: t8']
015-1,4,*PAR,"['Answer: t5', 'Answer: t6']"
015-1,5,*PAR,['Answer: t6']
015-1,6,*PAR,"['Answer: t2', 'Answer: t4']"
015-1,7,*PAR,['Stalling']
015-1,8,*PAR,['Answer: t1']
015-1,9,*PAR,['Answer: t1']
015-1,10,*PAR,['Answer: t1']
015-1,11,*PAR,['Other']
015-1,12,*PAR,['Stalling']
015-1,13,*PAR,['Answer: t3']
015-1,14,*PAR,"['Answer: t2', 'Answer: t4']"
015-1,15,*PAR,['Answer: t4']
015-1,16,*PAR,"['Answer: t6', 'Answer: t5']"
015-1,17,*PAR,['Other']
015-1,18,*PAR,['Answer: t2']
015-1,19,*PAR,"['Answer:t2', 'Answer:t5', 'Answer:t8']"
015-1,20,*PAR,['Request:Clarification']
015-1,21,*INV,['Acknowledgement']
015-2,0,*INV,['Instruction']
015-2,1,*PAR,['Answer: t1']
015-2,2,*PAR,['Request:Clarification']
015-2,3,*PAR,['Stalling']
015-2,4,*INV,['Instruction']
015-2,5,*INV,['Request:Clarification']
015-2,6,*PAR,['Answer: t1']
015-2,7,*PAR,['Answer: t1']
015-2,8,*INV,['Answer: t1']
015-2,9,*PAR,['Request:Clarification']
015-2,10,*PAR,['Request:Clarification']
015-2,11,*INV,['Answer:General']
015-2,12,*PAR,['Request:Clarification']
015-2,13,*INV,['Acknowledgement']
015-2,14,*PAR,['Answer: t1']
015-2,15,*PAR,['Request:Clarification']
015-2,16,*PAR,['Request:Clarification']
015-2,17,*INV,['Instruction']
015-2,18,*PAR,['Acknowledgement']
015-2,19,*PAR,"['Answer: t5', 'Answer: t6']"
015-2,20,*PAR,"['Answer:t5', 'Answer:t6']"
015-2,21,*PAR,['Answer: t8']
015-2,22,*PAR,['Answer: t8']
015-2,23,*PAR,"['Answer:t2', 'Answer:t4', 'Answer:t6']"
015-2,24,*PAR,['Answer: t2']
015-2,25,*PAR,['Answer: t2']
015-2,26,*INV,['Question:General']
015-2,27,*PAR,['Answer:General']
015-2,28,*PAR,['Answer:General']
015-2,29,*PAR,"['Answer:t2', 'Answer:t3']"
015-2,30,*PAR,['Answer: t2']
015-2,31,*PAR,['Answer: t5']
